type	latitude	longitude	altitude (m)	name	desc
T	44.126940000	5.283410000	976.0		
T	44.126950000	5.283480000	976.6		
T	44.126980000	5.283530000	977.2		
T	44.127000000	5.283580000	977.8		
T	44.127030000	5.283630000	978.7		
T	44.127070000	5.283670000	979.5		
T	44.127130000	5.283700000	980.2		
T	44.127230000	5.283770000	981.3		
T	44.127300000	5.283790000	982.0		
T	44.127370000	5.283810000	982.5		
T	44.127440000	5.283810000	982.9		
T	44.127500000	5.283800000	983.0		
T	44.127600000	5.283770000	983.0		
T	44.127720000	5.283690000	983.0		
T	44.127830000	5.283670000	984.1		
T	44.127950000	5.283670000	986.0		
T	44.128090000	5.283700000	988.2		
T	44.128270000	5.283740000	990.6		
T	44.128360000	5.283760000	991.8		
T	44.128440000	5.283760000	992.8		
T	44.128590000	5.283740000	994.7		
T	44.128680000	5.283740000	996.1		
T	44.128700000	5.283740000	996.5		
T	44.128710000	5.283750000	996.6		
T	44.128720000	5.283770000	996.7		
T	44.128730000	5.283790000	996.9		
T	44.128740000	5.283820000	997.0		
T	44.128730000	5.283870000	996.7		
T	44.128720000	5.283890000	996.6		
T	44.128710000	5.283920000	996.6		
T	44.128680000	5.283950000	996.4		
T	44.128640000	5.283970000	996.0		
T	44.128620000	5.283990000	995.8		
T	44.128530000	5.284040000	994.8		
T	44.128500000	5.284070000	994.4		
T	44.128470000	5.284110000	994.2		
T	44.128450000	5.284150000	994.0		
T	44.128440000	5.284190000	994.0		
T	44.128430000	5.284220000	993.9		
T	44.128430000	5.284260000	994.1		
T	44.128430000	5.284290000	994.2		
T	44.128430000	5.284330000	994.3		
T	44.128440000	5.284360000	994.6		
T	44.128450000	5.284400000	994.9		
T	44.128470000	5.284430000	995.4		
T	44.128480000	5.284450000	995.7		
T	44.128540000	5.284550000	997.2		
T	44.128610000	5.284650000	998.7		
T	44.128650000	5.284720000	999.7		
T	44.128720000	5.284840000	1001.6		
T	44.128770000	5.284920000	1002.9		
T	44.128810000	5.285020000	1004.0		
T	44.128840000	5.285100000	1004.7		
T	44.128860000	5.285160000	1005.2		
T	44.128870000	5.285240000	1005.7		
T	44.128890000	5.285460000	1006.7		
T	44.128910000	5.285820000	1010.1		
T	44.128920000	5.285970000	1011.8		
T	44.128930000	5.286050000	1012.7		
T	44.128940000	5.286120000	1013.4		
T	44.128970000	5.286190000	1013.9		
T	44.129000000	5.286280000	1014.4		
T	44.129030000	5.286340000	1014.8		
T	44.129070000	5.286390000	1015.3		
T	44.129170000	5.286530000	1016.5		
T	44.129250000	5.286640000	1017.8		
T	44.129300000	5.286730000	1018.8		
T	44.129350000	5.286830000	1019.8		
T	44.129420000	5.286980000	1020.8		
T	44.129510000	5.287170000	1021.7		
T	44.129570000	5.287320000	1022.5		
T	44.129580000	5.287400000	1022.8		
T	44.129590000	5.287490000	1023.0		
T	44.129590000	5.287620000	1023.7		
T	44.129570000	5.287940000	1026.1		
T	44.129570000	5.288050000	1027.3		
T	44.129570000	5.288090000	1027.6		
T	44.129580000	5.288130000	1028.0		
T	44.129590000	5.288160000	1028.3		
T	44.129600000	5.288180000	1028.6		
T	44.129660000	5.288270000	1029.9		
T	44.129710000	5.288320000	1030.8		
T	44.129780000	5.288380000	1032.0		
T	44.129990000	5.288520000	1035.2		
T	44.130060000	5.288580000	1036.2		
T	44.130110000	5.288620000	1036.8		
T	44.130250000	5.288720000	1038.5		
T	44.130370000	5.288810000	1039.8		
T	44.130470000	5.288890000	1040.7		
T	44.130530000	5.288970000	1041.5		
T	44.130580000	5.289040000	1042.2		
T	44.130640000	5.289150000	1043.5		
T	44.130700000	5.289290000	1045.1		
T	44.130770000	5.289540000	1047.8		
T	44.130820000	5.289780000	1050.4		
T	44.130920000	5.290120000	1053.2		
T	44.130970000	5.290280000	1054.5		
T	44.131010000	5.290380000	1055.7		
T	44.131060000	5.290470000	1056.9		
T	44.131120000	5.290590000	1058.6		
T	44.131200000	5.290710000	1061.1		
T	44.131290000	5.290850000	1063.5		
T	44.131320000	5.290920000	1064.4		
T	44.131480000	5.291190000	1068.2		
T	44.131580000	5.291380000	1070.3		
T	44.131640000	5.291510000	1071.2		
T	44.131680000	5.291640000	1072.0		
T	44.131740000	5.291800000	1073.8		
T	44.131870000	5.292180000	1076.4		
T	44.132020000	5.292600000	1080.2		
T	44.132110000	5.292820000	1083.2		
T	44.132210000	5.293050000	1085.9		
T	44.132320000	5.293280000	1088.7		
T	44.132390000	5.293410000	1089.6		
T	44.132470000	5.293560000	1090.6		
T	44.132540000	5.293720000	1092.6		
T	44.132690000	5.294020000	1096.9		
T	44.132830000	5.294300000	1100.3		
T	44.132890000	5.294420000	1102.1		
T	44.132970000	5.294520000	1103.7		
T	44.133140000	5.294770000	1107.0		
T	44.133250000	5.294950000	1109.0		
T	44.133300000	5.295040000	1110.0		
T	44.133350000	5.295120000	1110.6		
T	44.133410000	5.295250000	1111.5		
T	44.133480000	5.295400000	1112.7		
T	44.133610000	5.295690000	1114.0		
T	44.133680000	5.295840000	1115.3		
T	44.133760000	5.296010000	1116.4		
T	44.134070000	5.296700000	1121.7		
T	44.134320000	5.297230000	1126.6		
T	44.134410000	5.297440000	1128.6		
T	44.134440000	5.297550000	1129.4		
T	44.134480000	5.297710000	1131.0		
T	44.134510000	5.297880000	1132.7		
T	44.134540000	5.298120000	1135.5		
T	44.134560000	5.298360000	1138.1		
T	44.134610000	5.298790000	1139.1		
T	44.134660000	5.299340000	1141.8		
T	44.134700000	5.299750000	1145.7		
T	44.134720000	5.300090000	1149.0		
T	44.134750000	5.300370000	1151.8		
T	44.134770000	5.300580000	1153.4		
T	44.134790000	5.300680000	1154.4		
T	44.134810000	5.300770000	1155.1		
T	44.134840000	5.300900000	1156.2		
T	44.134880000	5.301000000	1156.9		
T	44.134910000	5.301070000	1157.3		
T	44.135010000	5.301270000	1158.8		
T	44.135160000	5.301560000	1162.5		
T	44.135230000	5.301680000	1163.1		
T	44.135290000	5.301780000	1163.9		
T	44.135440000	5.302060000	1165.8		
T	44.135630000	5.302370000	1168.7		
T	44.135700000	5.302490000	1170.0		
T	44.135750000	5.302570000	1171.1		
T	44.135790000	5.302660000	1172.0		
T	44.135820000	5.302730000	1172.6		
T	44.135870000	5.302860000	1174.8		
T	44.135900000	5.302990000	1176.9		
T	44.135900000	5.303110000	1178.2		
T	44.135880000	5.303320000	1179.6		
T	44.135780000	5.303790000	1182.5		
T	44.135740000	5.304030000	1184.9		
T	44.135700000	5.304210000	1186.6		
T	44.135660000	5.304450000	1189.2		
T	44.135600000	5.304790000	1192.0		
T	44.135560000	5.305010000	1193.1		
T	44.135520000	5.305200000	1194.1		
T	44.135500000	5.305390000	1195.0		
T	44.135490000	5.305630000	1195.9		
T	44.135480000	5.305790000	1195.9		
T	44.135480000	5.305900000	1196.2		
T	44.135500000	5.306030000	1197.0		
T	44.135520000	5.306140000	1197.8		
T	44.135550000	5.306260000	1199.0		
T	44.135570000	5.306370000	1200.0		
T	44.135610000	5.306470000	1200.8		
T	44.135650000	5.306590000	1201.5		
T	44.135700000	5.306700000	1202.2		
T	44.135770000	5.306840000	1203.2		
T	44.135880000	5.307050000	1205.3		
T	44.135990000	5.307250000	1207.4		
T	44.136200000	5.307560000	1211.0		
T	44.136440000	5.307860000	1214.3		
T	44.136490000	5.307930000	1215.4		
T	44.136610000	5.308090000	1217.8		
T	44.136720000	5.308220000	1220.8		
T	44.136830000	5.308350000	1223.5		
T	44.137000000	5.308560000	1226.8		
T	44.137230000	5.308860000	1226.1		
T	44.137300000	5.308960000	1226.6		
T	44.137470000	5.309190000	1227.2		
T	44.137570000	5.309380000	1228.6		
T	44.137650000	5.309560000	1230.0		
T	44.137740000	5.309780000	1231.3		
T	44.137850000	5.310080000	1235.1		
T	44.137890000	5.310190000	1236.8		
T	44.137960000	5.310360000	1239.4		
T	44.138020000	5.310520000	1241.5		
T	44.138070000	5.310660000	1243.0		
T	44.138110000	5.310780000	1244.2		
T	44.138140000	5.310910000	1244.5		
T	44.138160000	5.311020000	1244.5		
T	44.138170000	5.311120000	1244.4		
T	44.138160000	5.311220000	1244.6		
T	44.138150000	5.311320000	1244.8		
T	44.138140000	5.311410000	1245.1		
T	44.138130000	5.311490000	1245.4		
T	44.138120000	5.311580000	1245.7		
T	44.138130000	5.311700000	1246.3		
T	44.138170000	5.311870000	1247.9		
T	44.138230000	5.312080000	1249.7		
T	44.138280000	5.312220000	1250.6		
T	44.138340000	5.312450000	1251.7		
T	44.138370000	5.312570000	1252.9		
T	44.138390000	5.312660000	1253.9		
T	44.138410000	5.312800000	1255.6		
T	44.138420000	5.312890000	1256.7		
T	44.138430000	5.313160000	1259.9		
T	44.138440000	5.313300000	1261.5		
T	44.138470000	5.313480000	1262.9		
T	44.138510000	5.313640000	1263.6		
T	44.138550000	5.313790000	1264.7		
T	44.138600000	5.313930000	1264.9		
T	44.138660000	5.314070000	1265.9		
T	44.138750000	5.314270000	1266.6		
T	44.138880000	5.314540000	1266.6		
T	44.138990000	5.314760000	1269.4		
T	44.139070000	5.314900000	1271.4		
T	44.139200000	5.315090000	1273.4		
T	44.139250000	5.315160000	1274.4		
T	44.139330000	5.315290000	1275.6		
T	44.139510000	5.315580000	1278.2		
T	44.139790000	5.316010000	1278.9		
T	44.139900000	5.316170000	1281.0		
T	44.139980000	5.316280000	1282.5		
T	44.140070000	5.316420000	1284.3		
T	44.140160000	5.316540000	1285.8		
T	44.140360000	5.316790000	1289.7		
T	44.140470000	5.316920000	1292.3		
T	44.140620000	5.317150000	1296.1		
T	44.140710000	5.317300000	1297.7		
T	44.140820000	5.317500000	1299.0		
T	44.140900000	5.317630000	1300.2		
T	44.140980000	5.317750000	1300.8		
T	44.141050000	5.317850000	1301.2		
T	44.141110000	5.317920000	1301.5		
T	44.141190000	5.318000000	1302.2		
T	44.141550000	5.318380000	1308.1		
T	44.141640000	5.318450000	1309.9		
T	44.141700000	5.318480000	1310.8		
T	44.141740000	5.318490000	1311.2		
T	44.141780000	5.318490000	1311.4		
T	44.141850000	5.318490000	1311.8		
T	44.141980000	5.318460000	1312.2		
T	44.142110000	5.318430000	1313.2		
T	44.142240000	5.318410000	1314.3		
T	44.142300000	5.318410000	1314.9		
T	44.142340000	5.318430000	1315.5		
T	44.142400000	5.318450000	1316.3		
T	44.142480000	5.318500000	1317.6		
T	44.142610000	5.318560000	1319.2		
T	44.142730000	5.318570000	1320.2		
T	44.142810000	5.318550000	1320.8		
T	44.142910000	5.318480000	1321.7		
T	44.143150000	5.318280000	1324.3		
T	44.143330000	5.318140000	1326.5		
T	44.143490000	5.318010000	1330.0		
T	44.143630000	5.317890000	1333.3		
T	44.143900000	5.317580000	1337.8		
T	44.144010000	5.317500000	1339.3		
T	44.144110000	5.317460000	1340.7		
T	44.144240000	5.317430000	1342.4		
T	44.144390000	5.317410000	1344.3		
T	44.144510000	5.317400000	1345.5		
T	44.144670000	5.317400000	1346.6		
T	44.144800000	5.317420000	1347.8		
T	44.145150000	5.317500000	1351.1		
T	44.145330000	5.317540000	1352.6		
T	44.145570000	5.317590000	1354.4		
T	44.145630000	5.317610000	1355.2		
T	44.145680000	5.317630000	1355.8		
T	44.145740000	5.317650000	1356.4		
T	44.145780000	5.317680000	1357.0		
T	44.145810000	5.317690000	1357.2		
T	44.145840000	5.317700000	1357.5		
T	44.145870000	5.317700000	1357.8		
T	44.145880000	5.317690000	1357.8		
T	44.145900000	5.317670000	1357.9		
T	44.145920000	5.317650000	1358.0		
T	44.145930000	5.317620000	1358.0		
T	44.145930000	5.317600000	1357.9		
T	44.145930000	5.317570000	1357.7		
T	44.145930000	5.317530000	1357.5		
T	44.145910000	5.317490000	1357.2		
T	44.145900000	5.317450000	1357.3		
T	44.145670000	5.317060000	1358.9		
T	44.145600000	5.316960000	1360.0		
T	44.145530000	5.316860000	1360.9		
T	44.145480000	5.316770000	1361.6		
T	44.145460000	5.316680000	1362.8		
T	44.145460000	5.316580000	1363.3		
T	44.145470000	5.316460000	1363.8		
T	44.145510000	5.316350000	1364.5		
T	44.145610000	5.316170000	1365.7		
T	44.145810000	5.315820000	1368.6		
T	44.145940000	5.315580000	1368.7		
T	44.146070000	5.315350000	1368.2		
T	44.146120000	5.315310000	1368.4		
T	44.146170000	5.315290000	1368.6		
T	44.146250000	5.315270000	1368.9		
T	44.146330000	5.315270000	1369.5		
T	44.146480000	5.315290000	1370.8		
T	44.146820000	5.315390000	1374.2		
T	44.146970000	5.315450000	1375.7		
T	44.147010000	5.315470000	1376.2		
T	44.147070000	5.315510000	1377.2		
T	44.147140000	5.315570000	1378.9		
T	44.147190000	5.315630000	1379.7		
T	44.147240000	5.315710000	1380.5		
T	44.147300000	5.315790000	1380.8		
T	44.147370000	5.315890000	1381.6		
T	44.147430000	5.315950000	1382.0		
T	44.147520000	5.316010000	1382.6		
T	44.147610000	5.316050000	1383.3		
T	44.147710000	5.316090000	1384.3		
T	44.147840000	5.316130000	1385.3		
T	44.147970000	5.316170000	1386.3		
T	44.148060000	5.316220000	1387.7		
T	44.148160000	5.316270000	1388.7		
T	44.148620000	5.316570000	1395.5		
T	44.149390000	5.317100000	1402.8		
T	44.149680000	5.317320000	1405.7		
T	44.149870000	5.317440000	1408.0		
T	44.149970000	5.317490000	1408.9		
T	44.150160000	5.317580000	1408.9		
T	44.150470000	5.317680000	1410.3		
T	44.150620000	5.317740000	1411.7		
T	44.150740000	5.317800000	1412.8		
T	44.150840000	5.317870000	1413.9		
T	44.150970000	5.317960000	1414.1		
T	44.151110000	5.318090000	1414.8		
T	44.151360000	5.318320000	1417.9		
T	44.151560000	5.318500000	1422.1		
T	44.151700000	5.318630000	1424.1		
T	44.151840000	5.318760000	1424.8		
T	44.151900000	5.318810000	1424.7		
T	44.151940000	5.318840000	1424.5		
T	44.151980000	5.318860000	1424.6		
T	44.152030000	5.318860000	1424.5		
T	44.152120000	5.318780000	1424.4		
T	44.152170000	5.318710000	1424.9		
T	44.152200000	5.318640000	1425.5		
T	44.152220000	5.318580000	1426.1		
T	44.152230000	5.318480000	1426.7		
T	44.152230000	5.318410000	1426.9		
T	44.152210000	5.318330000	1426.8		
T	44.152160000	5.318160000	1426.4		
T	44.152100000	5.317960000	1425.9		
T	44.152020000	5.317710000	1425.4		
T	44.151970000	5.317500000	1425.6		
T	44.151880000	5.317250000	1426.1		
T	44.151810000	5.317060000	1428.1		
T	44.151710000	5.316840000	1430.4		
T	44.151630000	5.316650000	1431.9		
T	44.151560000	5.316450000	1432.6		
T	44.151490000	5.316210000	1433.9		
T	44.151370000	5.315750000	1435.7		
T	44.151300000	5.315440000	1438.4		
T	44.151230000	5.315170000	1440.7		
T	44.151190000	5.315060000	1441.3		
T	44.151090000	5.314860000	1442.0		
T	44.151000000	5.314680000	1442.9		
T	44.150960000	5.314600000	1443.2		
T	44.150930000	5.314520000	1443.8		
T	44.150910000	5.314430000	1444.8		
T	44.150910000	5.314330000	1445.8		
T	44.150920000	5.314250000	1446.8		
T	44.150930000	5.314190000	1447.5		
T	44.150960000	5.314120000	1448.6		
T	44.151080000	5.313950000	1452.0		
T	44.151240000	5.313770000	1454.9		
T	44.151410000	5.313620000	1457.0		
T	44.151480000	5.313570000	1456.8		
T	44.151560000	5.313560000	1456.7		
T	44.151640000	5.313550000	1456.8		
T	44.151980000	5.313610000	1459.3		
T	44.152160000	5.313660000	1460.9		
T	44.152260000	5.313680000	1461.8		
T	44.152340000	5.313720000	1462.3		
T	44.152440000	5.313780000	1463.3		
T	44.152550000	5.313860000	1464.5		
T	44.152640000	5.313940000	1465.6		
T	44.152710000	5.314020000	1466.4		
T	44.152790000	5.314130000	1467.5		
T	44.152970000	5.314360000	1469.2		
T	44.153020000	5.314400000	1469.5		
T	44.153120000	5.314480000	1470.4		
T	44.153290000	5.314560000	1471.6		
T	44.153400000	5.314610000	1472.4		
T	44.153620000	5.314700000	1473.7		
T	44.153690000	5.314740000	1474.3		
T	44.153810000	5.314810000	1475.3		
T	44.154240000	5.315100000	1482.1		
T	44.154520000	5.315290000	1486.4		
T	44.154640000	5.315360000	1487.7		
T	44.154780000	5.315440000	1489.3		
T	44.154830000	5.315450000	1489.9		
T	44.154880000	5.315450000	1490.3		
T	44.154900000	5.315440000	1490.4		
T	44.154930000	5.315430000	1490.5		
T	44.154950000	5.315410000	1490.5		
T	44.154960000	5.315390000	1490.3		
T	44.154980000	5.315360000	1490.0		
T	44.154980000	5.315330000	1489.6		
T	44.154980000	5.315290000	1489.0		
T	44.154980000	5.315240000	1488.7		
T	44.154960000	5.315180000	1488.3		
T	44.154920000	5.315090000	1487.6		
T	44.154860000	5.314980000	1486.5		
T	44.154820000	5.314860000	1486.1		
T	44.154790000	5.314720000	1485.5		
T	44.154780000	5.314540000	1486.6		
T	44.154780000	5.314320000	1488.1		
T	44.154790000	5.314040000	1490.1		
T	44.154810000	5.313740000	1492.4		
T	44.154830000	5.313290000	1495.1		
T	44.154850000	5.313080000	1495.8		
T	44.154880000	5.312780000	1496.8		
T	44.154930000	5.312570000	1497.7		
T	44.154950000	5.312510000	1498.1		
T	44.155010000	5.312420000	1498.6		
T	44.155060000	5.312350000	1498.7		
T	44.155130000	5.312290000	1498.8		
T	44.155190000	5.312260000	1498.9		
T	44.155260000	5.312240000	1499.2		
T	44.155340000	5.312230000	1498.9		
T	44.155400000	5.312240000	1498.9		
T	44.155460000	5.312260000	1499.2		
T	44.155550000	5.312310000	1500.2		
T	44.155870000	5.312540000	1503.1		
T	44.156130000	5.312710000	1507.2		
T	44.156450000	5.312850000	1508.8		
T	44.156820000	5.312990000	1509.7		
T	44.157020000	5.313070000	1510.2		
T	44.157100000	5.313110000	1511.1		
T	44.157170000	5.313150000	1512.0		
T	44.157280000	5.313250000	1514.9		
T	44.157370000	5.313320000	1517.2		
T	44.157450000	5.313380000	1519.0		
T	44.157500000	5.313410000	1519.9		
T	44.157540000	5.313420000	1520.4		
T	44.157600000	5.313420000	1520.7		
T	44.157670000	5.313400000	1520.6		
T	44.157720000	5.313370000	1520.3		
T	44.157760000	5.313320000	1519.7		
T	44.157790000	5.313260000	1519.5		
T	44.157810000	5.313190000	1519.4		
T	44.157820000	5.313140000	1519.2		
T	44.157820000	5.313050000	1518.5		
T	44.157810000	5.312850000	1518.3		
T	44.157800000	5.312640000	1518.9		
T	44.157800000	5.312410000	1520.8		
T	44.157790000	5.312270000	1521.9		
T	44.157790000	5.312160000	1523.1		
T	44.157770000	5.312100000	1523.0		
T	44.157750000	5.312040000	1523.1		
T	44.157680000	5.311890000	1522.8		
T	44.157580000	5.311650000	1522.5		
T	44.157510000	5.311440000	1523.6		
T	44.157460000	5.311200000	1525.6		
T	44.157430000	5.311020000	1527.1		
T	44.157410000	5.310840000	1528.7		
T	44.157400000	5.310700000	1529.7		
T	44.157410000	5.310550000	1531.5		
T	44.157420000	5.310410000	1533.0		
T	44.157430000	5.310290000	1534.4		
T	44.157490000	5.309940000	1537.5		
T	44.157550000	5.309660000	1538.9		
T	44.157640000	5.309370000	1541.0		
T	44.157670000	5.309270000	1541.3		
T	44.157720000	5.309140000	1542.0		
T	44.157820000	5.308930000	1543.4		
T	44.157890000	5.308830000	1544.4		
T	44.157960000	5.308740000	1545.4		
T	44.158030000	5.308660000	1546.0		
T	44.158120000	5.308560000	1546.8		
T	44.158210000	5.308480000	1547.7		
T	44.158290000	5.308420000	1548.4		
T	44.158380000	5.308360000	1549.4		
T	44.158630000	5.308240000	1551.9		
T	44.158760000	5.308180000	1551.7		
T	44.158910000	5.308130000	1552.1		
T	44.159020000	5.308110000	1552.8		
T	44.159110000	5.308110000	1553.8		
T	44.159200000	5.308110000	1554.7		
T	44.159380000	5.308120000	1556.8		
T	44.159580000	5.308140000	1560.3		
T	44.160010000	5.308170000	1565.2		
T	44.160060000	5.308170000	1566.1		
T	44.160100000	5.308170000	1566.8		
T	44.160140000	5.308160000	1567.3		
T	44.160170000	5.308140000	1567.6		
T	44.160200000	5.308130000	1568.1		
T	44.160230000	5.308090000	1568.3		
T	44.160250000	5.308050000	1568.4		
T	44.160270000	5.308010000	1569.2		
T	44.160280000	5.307970000	1569.7		
T	44.160270000	5.307920000	1569.8		
T	44.160260000	5.307830000	1570.1		
T	44.160230000	5.307730000	1570.3		
T	44.160120000	5.307490000	1570.0		
T	44.160030000	5.307300000	1569.8		
T	44.159960000	5.307130000	1569.3		
T	44.159910000	5.306980000	1568.8		
T	44.159850000	5.306750000	1568.9		
T	44.159810000	5.306570000	1569.9		
T	44.159750000	5.306270000	1572.5		
T	44.159710000	5.306100000	1573.9		
T	44.159640000	5.305720000	1576.9		
T	44.159630000	5.305590000	1577.7		
T	44.159620000	5.305470000	1578.3		
T	44.159620000	5.305360000	1578.9		
T	44.159630000	5.305240000	1579.8		
T	44.159630000	5.305130000	1580.0		
T	44.159650000	5.305010000	1580.7		
T	44.159730000	5.304620000	1582.6		
T	44.159820000	5.304200000	1585.5		
T	44.159920000	5.303710000	1588.7		
T	44.160020000	5.303300000	1593.3		
T	44.160050000	5.303160000	1593.1		
T	44.160320000	5.302460000	1598.6		
T	44.160410000	5.302200000	1599.2		
T	44.160550000	5.301870000	1600.4		
T	44.160640000	5.301660000	1600.5		
T	44.160750000	5.301480000	1601.8		
T	44.160820000	5.301380000	1602.8		
T	44.160910000	5.301270000	1604.7		
T	44.161060000	5.301130000	1607.2		
T	44.161160000	5.301040000	1608.3		
T	44.161320000	5.300910000	1609.8		
T	44.161420000	5.300850000	1610.6		
T	44.161510000	5.300790000	1611.2		
T	44.161600000	5.300760000	1612.0		
T	44.161680000	5.300740000	1612.7		
T	44.161740000	5.300750000	1612.8		
T	44.161820000	5.300770000	1613.1		
T	44.161890000	5.300820000	1613.8		
T	44.161940000	5.300880000	1614.5		
T	44.161990000	5.300950000	1614.4		
T	44.162060000	5.301080000	1614.9		
T	44.162590000	5.302070000	1622.0		
T	44.162640000	5.302170000	1624.2		
T	44.162730000	5.302310000	1627.4		
T	44.162760000	5.302360000	1628.6		
T	44.162800000	5.302400000	1629.4		
T	44.162830000	5.302440000	1630.3		
T	44.162870000	5.302470000	1630.9		
T	44.162910000	5.302500000	1631.5		
T	44.162950000	5.302520000	1631.7		
T	44.162970000	5.302530000	1631.8		
T	44.162990000	5.302530000	1631.8		
T	44.163040000	5.302540000	1631.8		
T	44.163080000	5.302540000	1631.8		
T	44.163120000	5.302530000	1631.8		
T	44.163160000	5.302500000	1631.4		
T	44.163210000	5.302470000	1630.8		
T	44.163280000	5.302420000	1630.0		
T	44.163420000	5.302330000	1631.1		
T	44.163550000	5.302240000	1633.4		
T	44.163610000	5.302190000	1634.2		
T	44.163650000	5.302160000	1635.0		
T	44.163690000	5.302130000	1636.0		
T	44.163730000	5.302100000	1637.0		
T	44.163760000	5.302070000	1637.6		
T	44.163790000	5.302040000	1638.3		
T	44.163820000	5.302000000	1638.9		
T	44.163850000	5.301970000	1639.7		
T	44.163890000	5.301910000	1640.5		
T	44.163920000	5.301860000	1640.8		
T	44.163950000	5.301800000	1641.0		
T	44.163980000	5.301730000	1641.1		
T	44.164010000	5.301650000	1641.2		
T	44.164060000	5.301490000	1641.6		
T	44.164130000	5.301300000	1642.5		
T	44.164270000	5.300870000	1644.0		
T	44.164350000	5.300610000	1645.0		
T	44.164470000	5.300290000	1646.9		
T	44.164570000	5.300030000	1647.8		
T	44.164600000	5.299950000	1648.2		
T	44.164650000	5.299840000	1649.1		
T	44.164680000	5.299760000	1649.6		
T	44.164770000	5.299590000	1651.5		
T	44.164910000	5.299280000	1654.7		
T	44.164970000	5.299160000	1656.5		
T	44.165010000	5.299050000	1657.2		
T	44.165040000	5.298980000	1657.8		
T	44.165070000	5.298900000	1658.4		
T	44.165090000	5.298830000	1658.6		
T	44.165110000	5.298760000	1658.8		
T	44.165130000	5.298680000	1658.8		
T	44.165160000	5.298560000	1659.3		
T	44.165190000	5.298410000	1659.9		
T	44.165270000	5.297970000	1663.7		
T	44.165320000	5.297750000	1665.2		
T	44.165380000	5.297520000	1665.8		
T	44.165420000	5.297370000	1666.2		
T	44.165460000	5.297270000	1666.9		
T	44.165490000	5.297220000	1667.6		
T	44.165530000	5.297150000	1667.6		
T	44.165590000	5.297060000	1667.7		
T	44.165620000	5.297020000	1667.8		
T	44.165650000	5.296990000	1668.1		
T	44.165710000	5.296930000	1668.6		
T	44.165810000	5.296850000	1669.6		
T	44.165890000	5.296790000	1670.4		
T	44.165960000	5.296740000	1671.2		
T	44.166120000	5.296650000	1673.8		
T	44.166300000	5.296540000	1676.6		
T	44.166500000	5.296420000	1679.8		
T	44.166840000	5.296190000	1686.6		
T	44.166980000	5.296080000	1688.5		
T	44.167110000	5.295960000	1689.8		
T	44.167290000	5.295790000	1691.5		
T	44.167410000	5.295650000	1692.8		
T	44.167450000	5.295600000	1693.2		
T	44.167480000	5.295550000	1693.2		
T	44.167520000	5.295500000	1694.0		
T	44.167550000	5.295440000	1694.4		
T	44.167590000	5.295380000	1695.2		
T	44.167620000	5.295310000	1695.6		
T	44.167640000	5.295250000	1696.0		
T	44.167650000	5.295180000	1696.5		
T	44.167660000	5.295120000	1696.9		
T	44.167670000	5.295040000	1697.3		
T	44.167660000	5.294960000	1697.5		
T	44.167660000	5.294890000	1698.5		
T	44.167640000	5.294820000	1698.6		
T	44.167560000	5.294610000	1698.7		
T	44.167470000	5.294410000	1698.5		
T	44.167320000	5.294070000	1699.4		
T	44.167160000	5.293720000	1701.9		
T	44.167130000	5.293610000	1703.4		
T	44.167100000	5.293490000	1703.7		
T	44.167080000	5.293370000	1704.4		
T	44.167060000	5.293240000	1705.0		
T	44.167060000	5.293150000	1705.8		
T	44.167050000	5.293050000	1706.2		
T	44.167060000	5.292960000	1707.1		
T	44.167060000	5.292880000	1707.6		
T	44.167070000	5.292820000	1708.3		
T	44.167100000	5.292710000	1709.5		
T	44.167130000	5.292590000	1710.2		
T	44.167180000	5.292450000	1711.1		
T	44.167240000	5.292340000	1711.8		
T	44.167320000	5.292210000	1712.6		
T	44.167400000	5.292100000	1712.9		
T	44.167490000	5.292000000	1713.7		
T	44.167590000	5.291920000	1715.2		
T	44.167680000	5.291870000	1716.6		
T	44.167730000	5.291840000	1717.2		
T	44.167820000	5.291810000	1718.7		
T	44.167930000	5.291770000	1720.3		
T	44.168220000	5.291650000	1725.2		
T	44.168450000	5.291560000	1728.0		
T	44.168800000	5.291420000	1732.0		
T	44.169050000	5.291330000	1736.8		
T	44.169190000	5.291270000	1739.9		
T	44.169280000	5.291230000	1742.0		
T	44.169350000	5.291180000	1743.6		
T	44.169400000	5.291140000	1744.8		
T	44.169430000	5.291110000	1745.5		
T	44.169440000	5.291070000	1745.6		
T	44.169450000	5.291030000	1745.6		
T	44.169460000	5.290990000	1745.5		
T	44.169460000	5.290910000	1744.9		
T	44.169440000	5.290850000	1744.0		
T	44.169420000	5.290790000	1743.8		
T	44.169380000	5.290730000	1743.5		
T	44.169330000	5.290670000	1743.2		
T	44.169230000	5.290550000	1743.0		
T	44.169060000	5.290360000	1742.8		
T	44.168820000	5.290090000	1742.7		
T	44.168760000	5.289990000	1743.3		
T	44.168710000	5.289870000	1744.5		
T	44.168660000	5.289740000	1745.6		
T	44.168630000	5.289620000	1746.5		
T	44.168610000	5.289480000	1747.6		
T	44.168600000	5.289220000	1750.1		
T	44.168610000	5.288960000	1751.7		
T	44.168640000	5.288710000	1753.6		
T	44.168690000	5.288390000	1756.1		
T	44.168730000	5.288140000	1757.4		
T	44.168770000	5.287990000	1758.5		
T	44.168810000	5.287830000	1759.5		
T	44.168940000	5.287390000	1761.8		
T	44.169000000	5.287230000	1762.6		
T	44.169060000	5.287060000	1763.4		
T	44.169180000	5.286780000	1765.9		
T	44.169260000	5.286630000	1768.3		
