type	latitude	longitude	altitude (m)	name	desc
T	45.583940000	3.212840000	483.2		
T	45.583890000	3.212860000	483.8		
T	45.583830000	3.212900000	484.4		
T	45.583770000	3.212950000	485.1		
T	45.583700000	3.213010000	485.8		
T	45.583640000	3.213070000	486.4		
T	45.583560000	3.213140000	487.3		
T	45.583510000	3.213220000	487.7		
T	45.583460000	3.213270000	488.3		
T	45.583360000	3.213420000	489.7		
T	45.583280000	3.213570000	491.2		
T	45.583200000	3.213780000	492.6		
T	45.583130000	3.213990000	493.7		
T	45.583070000	3.214140000	494.5		
T	45.583000000	3.214270000	495.6		
T	45.582880000	3.214440000	497.2		
T	45.582770000	3.214540000	498.4		
T	45.582740000	3.214570000	498.7		
T	45.582680000	3.214610000	499.2		
T	45.582550000	3.214700000	500.3		
T	45.582420000	3.214780000	499.8		
T	45.582380000	3.214780000	499.5		
T	45.582360000	3.214780000	499.3		
T	45.582360000	3.214780000	499.3		
T	45.582330000	3.214820000	498.9		
T	45.582270000	3.214860000	498.1		
T	45.582210000	3.214900000	497.4		
T	45.582180000	3.214910000	497.0		
T	45.582120000	3.214920000	496.4		
T	45.582060000	3.214930000	495.7		
T	45.581840000	3.214950000	493.3		
T	45.581710000	3.214960000	491.8		
T	45.581680000	3.214970000	491.4		
T	45.581640000	3.214980000	491.1		
T	45.581590000	3.215020000	490.6		
T	45.581530000	3.215060000	490.1		
T	45.581480000	3.215110000	489.6		
T	45.581430000	3.215170000	488.9		
T	45.581370000	3.215240000	488.1		
T	45.581230000	3.215500000	484.8		
T	45.581130000	3.215690000	482.0		
T	45.580920000	3.216070000	475.7		
T	45.580660000	3.216530000	469.8		
T	45.580580000	3.216660000	468.4		
T	45.580540000	3.216750000	467.9		
T	45.580500000	3.216860000	467.3		
T	45.580430000	3.217280000	464.8		
T	45.580370000	3.217660000	462.3		
T	45.580360000	3.217760000	461.6		
T	45.580360000	3.217860000	460.9		
T	45.580360000	3.217860000	460.9		
T	45.580290000	3.217860000	460.6		
T	45.579900000	3.217890000	459.6		
T	45.579840000	3.217910000	459.6		
T	45.579790000	3.217940000	459.5		
T	45.579760000	3.217960000	459.4		
T	45.579740000	3.218000000	459.1		
T	45.579690000	3.218110000	458.3		
T	45.579640000	3.218260000	457.0		
T	45.579520000	3.218590000	454.1		
T	45.579440000	3.218830000	451.6		
T	45.579390000	3.218960000	450.1		
T	45.579370000	3.219000000	449.6		
T	45.579320000	3.219070000	448.7		
T	45.579170000	3.219240000	446.1		
T	45.578860000	3.219560000	440.8		
T	45.578540000	3.219850000	435.3		
T	45.578340000	3.220100000	431.4		
T	45.578210000	3.220260000	430.8		
T	45.578210000	3.220260000	430.8		
T	45.578270000	3.220380000	430.0		
T	45.578390000	3.220660000	428.3		
T	45.578520000	3.220960000	427.7		
T	45.578540000	3.221020000	427.7		
T	45.578540000	3.221020000	427.7		
T	45.578500000	3.221020000	427.6		
T	45.578480000	3.221010000	427.6		
T	45.578470000	3.221010000	427.5		
T	45.578460000	3.221000000	427.5		
T	45.578360000	3.220900000	427.2		
T	45.578100000	3.220620000	429.6		
T	45.578040000	3.220540000	430.3		
T	45.577960000	3.220490000	430.8		
T	45.577900000	3.220450000	431.2		
T	45.577810000	3.220410000	431.7		
T	45.577560000	3.220260000	432.8		
T	45.577440000	3.220170000	433.3		
T	45.577370000	3.220120000	433.6		
T	45.577370000	3.220120000	433.6		
T	45.577300000	3.220210000	434.0		
T	45.577260000	3.220280000	434.3		
T	45.577230000	3.220360000	434.5		
T	45.577200000	3.220450000	434.9		
T	45.577160000	3.220560000	435.3		
T	45.577140000	3.220580000	435.5		
T	45.577130000	3.220590000	435.6		
T	45.577120000	3.220600000	435.7		
T	45.577100000	3.220610000	435.8		
T	45.577090000	3.220620000	435.9		
T	45.577060000	3.220630000	436.2		
T	45.577020000	3.220620000	436.4		
T	45.577020000	3.220620000	436.4		
T	45.577040000	3.220720000	436.6		
T	45.577050000	3.220780000	436.6		
T	45.577070000	3.220860000	436.7		
T	45.577090000	3.220940000	436.9		
T	45.577180000	3.221420000	438.4		
T	45.577270000	3.221840000	440.4		
T	45.577350000	3.222260000	443.4		
T	45.577380000	3.222410000	444.6		
T	45.577390000	3.222420000	444.6		
T	45.577440000	3.222580000	445.3		
T	45.577480000	3.222700000	445.3		
T	45.577560000	3.222930000	444.8		
T	45.577690000	3.223290000	443.5		
T	45.577730000	3.223390000	443.0		
T	45.577750000	3.223440000	442.8		
T	45.577790000	3.223500000	442.3		
T	45.577800000	3.223580000	442.3		
T	45.577820000	3.223730000	442.1		
T	45.577860000	3.224250000	442.4		
T	45.577870000	3.224300000	442.5		
T	45.577880000	3.224360000	442.6		
T	45.577920000	3.224760000	443.6		
T	45.577940000	3.224900000	443.9		
T	45.577890000	3.224980000	444.7		
T	45.577870000	3.225030000	445.1		
T	45.577870000	3.225060000	445.2		
T	45.577850000	3.225220000	446.1		
T	45.577790000	3.225660000	448.3		
T	45.577760000	3.225840000	449.1		
T	45.577720000	3.225970000	449.8		
T	45.577640000	3.226160000	451.0		
T	45.577480000	3.226460000	453.4		
T	45.577430000	3.226590000	454.3		
T	45.577350000	3.226770000	454.9		
T	45.577250000	3.227060000	454.8		
T	45.577100000	3.227490000	454.9		
T	45.576980000	3.227830000	455.6		
T	45.576920000	3.227970000	456.0		
T	45.576890000	3.228070000	456.2		
T	45.576840000	3.228170000	456.5		
T	45.576770000	3.228270000	457.1		
T	45.576630000	3.228440000	458.1		
T	45.576310000	3.228850000	459.4		
T	45.576280000	3.228880000	459.5		
T	45.576240000	3.228930000	459.4		
T	45.576180000	3.228990000	459.4		
T	45.576080000	3.229060000	459.5		
T	45.575840000	3.229230000	458.7		
T	45.575700000	3.229320000	458.6		
T	45.575590000	3.229400000	458.6		
T	45.575530000	3.229470000	458.1		
T	45.575440000	3.229580000	457.5		
T	45.575340000	3.229720000	456.6		
T	45.575250000	3.229900000	455.1		
T	45.575220000	3.229990000	454.2		
T	45.575190000	3.230080000	454.2		
T	45.575160000	3.230200000	454.3		
T	45.575150000	3.230280000	454.1		
T	45.575130000	3.230430000	453.9		
T	45.575120000	3.230580000	453.5		
T	45.575090000	3.230820000	453.1		
T	45.575090000	3.230870000	453.1		
T	45.575100000	3.230910000	453.0		
T	45.575130000	3.231020000	452.6		
T	45.575210000	3.231240000	451.2		
T	45.575260000	3.231390000	450.3		
T	45.575340000	3.231640000	448.8		
T	45.575370000	3.231730000	448.6		
T	45.575390000	3.231850000	448.9		
T	45.575410000	3.232030000	449.8		
T	45.575450000	3.232220000	450.2		
T	45.575510000	3.232430000	450.5		
T	45.575570000	3.232650000	450.0		
T	45.575670000	3.232840000	448.5		
T	45.575740000	3.232950000	447.7		
T	45.575790000	3.233040000	447.3		
T	45.575840000	3.233110000	446.8		
T	45.575950000	3.233290000	446.5		
T	45.575990000	3.233360000	446.1		
T	45.576010000	3.233440000	445.1		
T	45.576040000	3.233580000	443.5		
T	45.576060000	3.233770000	441.5		
T	45.576060000	3.233810000	441.2		
T	45.576070000	3.234260000	437.4		
T	45.576080000	3.234560000	435.8		
T	45.576080000	3.234660000	435.3		
T	45.576090000	3.234780000	434.7		
T	45.576090000	3.234780000	434.7		
T	45.575890000	3.234760000	434.7		
T	45.575840000	3.234770000	434.7		
T	45.575300000	3.234770000	436.2		
T	45.574380000	3.234790000	436.6		
T	45.573830000	3.234800000	435.0		
T	45.572990000	3.234810000	432.7		
T	45.571920000	3.234810000	432.7		
T	45.571000000	3.234830000	432.8		
T	45.570290000	3.234860000	433.5		
T	45.570160000	3.234880000	433.6		
T	45.570060000	3.234920000	433.5		
T	45.569980000	3.234950000	433.4		
T	45.569890000	3.235000000	433.4		
T	45.569830000	3.235050000	433.4		
T	45.569810000	3.235070000	433.4		
T	45.569680000	3.235200000	433.3		
T	45.569410000	3.235510000	433.1		
T	45.569030000	3.235960000	432.9		
T	45.569010000	3.235990000	432.8		
T	45.568990000	3.236030000	432.7		
T	45.568760000	3.236300000	432.4		
T	45.568660000	3.236410000	432.2		
T	45.568440000	3.236670000	431.9		
T	45.567870000	3.237350000	430.8		
T	45.567060000	3.238280000	431.0		
T	45.566320000	3.239140000	430.6		
T	45.566250000	3.239220000	430.4		
T	45.566160000	3.239320000	430.0		
T	45.565980000	3.239540000	429.3		
T	45.565830000	3.239710000	428.7		
T	45.565690000	3.239880000	428.3		
T	45.565570000	3.240010000	428.0		
T	45.565570000	3.240020000	427.9		
T	45.565470000	3.240130000	427.6		
T	45.565370000	3.240240000	427.3		
T	45.565220000	3.240420000	426.6		
T	45.565020000	3.240650000	425.7		
T	45.564920000	3.240760000	425.4		
T	45.564870000	3.240810000	425.2		
T	45.564840000	3.240850000	425.1		
T	45.564770000	3.240940000	424.9		
T	45.564680000	3.241050000	424.7		
T	45.564640000	3.241100000	424.6		
T	45.564510000	3.241240000	424.4		
T	45.564280000	3.241510000	424.1		
T	45.564070000	3.241760000	424.0		
T	45.563870000	3.242010000	424.0		
T	45.563650000	3.242270000	424.2		
T	45.563520000	3.242430000	424.4		
T	45.563380000	3.242590000	424.8		
T	45.563120000	3.242900000	424.8		
T	45.562890000	3.243170000	424.1		
T	45.562670000	3.243430000	423.5		
T	45.562420000	3.243720000	423.5		
T	45.562210000	3.243960000	423.6		
T	45.562040000	3.244180000	423.4		
T	45.561900000	3.244340000	423.1		
T	45.561780000	3.244480000	422.8		
T	45.561680000	3.244600000	422.5		
T	45.561600000	3.244690000	422.2		
T	45.561560000	3.244740000	422.0		
T	45.561440000	3.244870000	421.4		
T	45.561310000	3.245030000	420.6		
T	45.561180000	3.245190000	419.6		
T	45.561120000	3.245260000	419.1		
T	45.561080000	3.245310000	418.8		
T	45.560990000	3.245430000	418.0		
T	45.560940000	3.245500000	417.6		
T	45.560890000	3.245590000	417.1		
T	45.560850000	3.245680000	416.6		
T	45.560810000	3.245770000	416.3		
T	45.560780000	3.245910000	415.9		
T	45.560740000	3.246020000	415.7		
T	45.560720000	3.246150000	415.4		
T	45.560670000	3.246370000	414.9		
T	45.560620000	3.246630000	414.1		
T	45.560570000	3.246910000	412.2		
T	45.560530000	3.247050000	411.3		
T	45.560450000	3.247320000	409.6		
T	45.560390000	3.247460000	408.9		
T	45.560350000	3.247560000	408.0		
T	45.560320000	3.247650000	406.9		
T	45.560290000	3.247720000	406.1		
T	45.560250000	3.247780000	405.5		
T	45.560210000	3.247840000	405.0		
T	45.560110000	3.247970000	403.8		
T	45.560060000	3.248030000	403.3		
T	45.560030000	3.248070000	403.0		
T	45.559990000	3.248110000	402.6		
T	45.559940000	3.248150000	401.8		
T	45.559890000	3.248180000	401.2		
T	45.559840000	3.248190000	400.8		
T	45.559790000	3.248220000	400.2		
T	45.559720000	3.248230000	399.7		
T	45.559660000	3.248240000	399.3		
T	45.559600000	3.248240000	399.0		
T	45.559530000	3.248230000	398.7		
T	45.559470000	3.248210000	398.6		
T	45.559410000	3.248200000	398.3		
T	45.559330000	3.248170000	398.1		
T	45.559190000	3.248120000	397.7		
T	45.558920000	3.248020000	396.1		
T	45.558610000	3.247930000	393.9		
T	45.558280000	3.247850000	391.7		
T	45.558180000	3.247820000	391.5		
T	45.558000000	3.247780000	391.0		
T	45.557870000	3.247760000	390.6		
T	45.557850000	3.247760000	390.5		
T	45.557750000	3.247740000	390.3		
T	45.557680000	3.247740000	390.0		
T	45.557630000	3.247750000	389.7		
T	45.557580000	3.247760000	389.4		
T	45.557530000	3.247780000	389.1		
T	45.557480000	3.247800000	388.8		
T	45.557450000	3.247820000	388.5		
T	45.557400000	3.247850000	388.2		
T	45.557350000	3.247880000	387.8		
T	45.557280000	3.247940000	387.2		
T	45.557190000	3.248020000	386.5		
T	45.557060000	3.248140000	385.5		
T	45.556850000	3.248350000	384.2		
T	45.556610000	3.248560000	384.7		
T	45.556500000	3.248660000	385.5		
T	45.556460000	3.248690000	385.8		
T	45.556440000	3.248740000	385.9		
T	45.556410000	3.248820000	386.0		
T	45.556390000	3.248890000	386.0		
T	45.556370000	3.248970000	386.0		
T	45.556360000	3.249040000	385.9		
T	45.556350000	3.249100000	385.9		
T	45.556350000	3.249140000	385.8		
T	45.556350000	3.249160000	385.8		
T	45.556350000	3.249220000	385.7		
T	45.556350000	3.249220000	385.7		
T	45.556300000	3.249230000	385.7		
T	45.556120000	3.249250000	386.1		
T	45.555940000	3.249290000	386.2		
T	45.555920000	3.249290000	386.3		
T	45.555800000	3.249310000	386.2		
T	45.555530000	3.249350000	385.6		
T	45.555180000	3.249420000	384.7		
T	45.554940000	3.249450000	384.2		
T	45.554760000	3.249490000	383.8		
T	45.554620000	3.249530000	383.4		
T	45.554610000	3.249530000	383.4		
T	45.554560000	3.249540000	383.3		
T	45.554480000	3.249590000	383.1		
T	45.554250000	3.249640000	382.6		
T	45.554050000	3.249500000	382.7		
T	45.554050000	3.249480000	382.7		
T	45.554050000	3.249470000	382.7		
T	45.554040000	3.249460000	382.7		
T	45.554040000	3.249450000	382.7		
T	45.554040000	3.249440000	382.7		
T	45.554030000	3.249430000	382.7		
T	45.554020000	3.249420000	382.8		
T	45.554020000	3.249410000	382.8		
T	45.554010000	3.249410000	382.8		
T	45.554010000	3.249400000	382.8		
T	45.554000000	3.249400000	382.8		
T	45.554000000	3.249390000	382.8		
T	45.553990000	3.249390000	382.8		
T	45.553980000	3.249390000	382.8		
T	45.553980000	3.249380000	382.8		
T	45.553970000	3.249380000	382.8		
T	45.553960000	3.249380000	382.8		
T	45.553950000	3.249380000	382.8		
T	45.553940000	3.249380000	382.8		
T	45.553930000	3.249380000	382.8		
T	45.553920000	3.249380000	382.8		
T	45.553920000	3.249390000	382.8		
T	45.553910000	3.249390000	382.8		
T	45.553900000	3.249390000	382.8		
T	45.553900000	3.249400000	382.8		
T	45.553890000	3.249400000	382.8		
T	45.553880000	3.249410000	382.8		
T	45.553870000	3.249420000	382.8		
T	45.553860000	3.249430000	382.8		
T	45.553860000	3.249440000	382.8		
T	45.553850000	3.249450000	382.8		
T	45.553850000	3.249460000	382.8		
T	45.553840000	3.249470000	382.8		
T	45.553840000	3.249480000	382.8		
T	45.553840000	3.249490000	382.8		
T	45.553840000	3.249500000	382.8		
T	45.553840000	3.249510000	382.8		
T	45.553830000	3.249510000	382.8		
T	45.553830000	3.249520000	382.7		
T	45.553830000	3.249530000	382.7		
T	45.553830000	3.249540000	382.7		
T	45.553830000	3.249550000	382.7		
T	45.553830000	3.249560000	382.7		
T	45.553840000	3.249570000	382.7		
T	45.553840000	3.249580000	382.7		
T	45.553840000	3.249590000	382.7		
T	45.553720000	3.249660000	382.7		
T	45.553660000	3.249700000	382.7		
T	45.553610000	3.249740000	382.8		
T	45.553510000	3.249760000	382.8		
T	45.553330000	3.249780000	383.0		
T	45.552890000	3.249840000	383.1		
T	45.552510000	3.249860000	383.2		
T	45.552450000	3.249870000	383.3		
T	45.552320000	3.249890000	383.5		
T	45.552130000	3.249920000	383.9		
T	45.552050000	3.249920000	384.1		
T	45.551890000	3.249920000	384.5		
T	45.551860000	3.249920000	384.6		
T	45.551710000	3.249940000	384.9		
T	45.551630000	3.249950000	385.0		
T	45.551490000	3.249970000	385.2		
T	45.551360000	3.250000000	385.4		
T	45.551230000	3.250020000	385.5		
T	45.551110000	3.250040000	385.5		
T	45.550940000	3.250070000	385.6		
T	45.550920000	3.250080000	385.6		
T	45.550900000	3.250080000	385.6		
T	45.550880000	3.250080000	385.7		
T	45.550810000	3.250090000	385.7		
T	45.550760000	3.250090000	385.7		
T	45.550680000	3.250090000	385.7		
T	45.550570000	3.250090000	385.7		
T	45.550290000	3.250010000	386.0		
T	45.550240000	3.250000000	386.0		
T	45.549760000	3.249910000	386.3		
T	45.549520000	3.249860000	386.6		
T	45.549510000	3.249860000	386.7		
T	45.549260000	3.249800000	387.1		
T	45.549190000	3.249790000	387.2		
T	45.549040000	3.249750000	387.4		
T	45.548980000	3.249740000	387.5		
T	45.548810000	3.249700000	387.8		
T	45.548780000	3.249700000	387.9		
T	45.548480000	3.249630000	388.6		
T	45.548250000	3.249580000	389.1		
T	45.548090000	3.249550000	389.2		
T	45.547930000	3.249520000	389.3		
T	45.547640000	3.249480000	389.5		
T	45.547430000	3.249430000	389.8		
T	45.547400000	3.249430000	389.8		
T	45.547380000	3.249420000	389.8		
T	45.547370000	3.249420000	389.9		
T	45.547260000	3.249390000	390.0		
T	45.546890000	3.249300000	390.6		
T	45.546810000	3.249280000	390.7		
T	45.546670000	3.249240000	390.9		
T	45.546570000	3.249220000	391.2		
T	45.546530000	3.249210000	391.3		
T	45.546490000	3.249190000	391.4		
T	45.546430000	3.249170000	391.6		
T	45.546340000	3.249130000	391.7		
T	45.546300000	3.249100000	391.8		
T	45.546260000	3.249070000	391.8		
T	45.546220000	3.249030000	391.8		
T	45.546190000	3.249000000	391.8		
T	45.546150000	3.248950000	391.8		
T	45.546130000	3.248920000	391.8		
T	45.546120000	3.248900000	391.8		
T	45.546060000	3.248760000	391.6		
T	45.546030000	3.248720000	391.6		
T	45.545950000	3.248520000	391.3		
T	45.545790000	3.248030000	391.4		
T	45.545680000	3.247740000	392.0		
T	45.545650000	3.247690000	392.1		
T	45.545600000	3.247630000	392.3		
T	45.545540000	3.247570000	392.6		
T	45.545480000	3.247530000	392.8		
T	45.545180000	3.247310000	393.7		
T	45.545130000	3.247270000	393.9		
T	45.544920000	3.247110000	394.5		
T	45.544710000	3.246950000	394.5		
T	45.544590000	3.246880000	394.5		
T	45.544510000	3.246810000	394.4		
T	45.544450000	3.246760000	394.4		
T	45.544410000	3.246730000	394.3		
T	45.544290000	3.246660000	394.2		
T	45.544140000	3.246570000	394.1		
T	45.544130000	3.246570000	394.1		
T	45.544030000	3.246530000	394.1		
T	45.543930000	3.246510000	394.1		
T	45.543860000	3.246500000	394.1		
T	45.543830000	3.246500000	394.0		
T	45.543810000	3.246500000	394.0		
T	45.543760000	3.246510000	394.0		
T	45.543690000	3.246550000	394.0		
T	45.543590000	3.246600000	394.0		
T	45.543550000	3.246630000	394.0		
T	45.543480000	3.246670000	394.0		
T	45.543190000	3.246860000	393.6		
T	45.543000000	3.246980000	393.1		
T	45.542840000	3.247080000	392.5		
T	45.542820000	3.247100000	392.4		
T	45.542740000	3.247170000	392.1		
T	45.542660000	3.247250000	391.8		
T	45.542550000	3.247400000	391.3		
T	45.542480000	3.247480000	391.0		
T	45.542280000	3.247730000	390.4		
T	45.542140000	3.247910000	389.9		
T	45.542010000	3.248070000	389.4		
T	45.541860000	3.248260000	388.8		
T	45.541720000	3.248420000	388.3		
T	45.541720000	3.248420000	388.3		
T	45.541750000	3.248480000	388.4		
T	45.541750000	3.248500000	388.5		
T	45.541750000	3.248520000	388.5		
T	45.541740000	3.248540000	388.5		
T	45.541660000	3.248840000	388.6		
T	45.541640000	3.248890000	388.8		
T	45.541550000	3.249150000	389.4		
T	45.541540000	3.249210000	389.5		
T	45.541530000	3.249240000	389.5		
T	45.541520000	3.249270000	389.5		
T	45.541520000	3.249300000	389.5		
T	45.541520000	3.249340000	389.5		
T	45.541530000	3.249380000	389.5		
T	45.541540000	3.249470000	389.5		
T	45.541540000	3.249470000	389.5		
T	45.541500000	3.249510000	389.6		
T	45.541480000	3.249530000	389.7		
T	45.541370000	3.249630000	390.1		
T	45.541310000	3.249700000	390.3		
T	45.541240000	3.249750000	390.5		
T	45.541190000	3.249820000	390.7		
T	45.541110000	3.249940000	391.0		
T	45.541080000	3.249970000	391.1		
T	45.541070000	3.249990000	391.1		
T	45.541060000	3.250000000	391.2		
T	45.541010000	3.250040000	391.4		
T	45.540970000	3.250080000	391.6		
T	45.540880000	3.250120000	392.0		
T	45.540780000	3.250140000	392.4		
T	45.540650000	3.250150000	392.8		
T	45.540610000	3.250160000	393.0		
T	45.540550000	3.250170000	393.2		
T	45.540470000	3.250190000	393.5		
T	45.540380000	3.250220000	393.9		
T	45.540340000	3.250240000	394.1		
T	45.540180000	3.250290000	394.7		
T	45.540160000	3.250300000	394.8		
T	45.540030000	3.250350000	395.3		
T	45.539880000	3.250400000	395.4		
T	45.539820000	3.250430000	395.4		
T	45.539800000	3.250440000	395.4		
T	45.539740000	3.250470000	395.4		
T	45.539720000	3.250490000	395.4		
T	45.539660000	3.250530000	395.4		
T	45.539550000	3.250620000	395.3		
T	45.539440000	3.250730000	395.3		
T	45.539320000	3.250850000	395.2		
T	45.539240000	3.250930000	395.1		
T	45.539220000	3.250960000	395.0		
T	45.539220000	3.250960000	395.0		
T	45.539160000	3.251070000	395.0		
T	45.539140000	3.251120000	395.0		
T	45.539050000	3.251240000	395.0		
T	45.538910000	3.251390000	394.9		
T	45.538710000	3.251600000	394.5		
T	45.538480000	3.251880000	393.6		
T	45.538460000	3.251900000	393.5		
T	45.538300000	3.252090000	393.0		
T	45.538270000	3.252120000	392.9		
T	45.538070000	3.252350000	392.6		
T	45.537790000	3.252640000	392.4		
T	45.537550000	3.252890000	392.0		
T	45.537340000	3.253110000	391.5		
T	45.537280000	3.253190000	391.3		
T	45.537200000	3.253270000	391.2		
T	45.537110000	3.253380000	391.0		
T	45.536990000	3.253550000	390.9		
T	45.536970000	3.253580000	390.9		
T	45.536840000	3.253760000	390.9		
T	45.536810000	3.253800000	390.9		
T	45.536550000	3.254130000	390.7		
T	45.536270000	3.254480000	389.3		
T	45.536230000	3.254520000	389.1		
T	45.535990000	3.254770000	388.4		
T	45.535980000	3.254790000	388.3		
T	45.535810000	3.254970000	388.1		
T	45.535580000	3.255210000	388.1		
T	45.535380000	3.255430000	388.3		
T	45.535300000	3.255520000	388.4		
T	45.535240000	3.255580000	388.5		
T	45.535200000	3.255610000	388.6		
T	45.535160000	3.255620000	388.7		
T	45.535140000	3.255640000	388.7		
T	45.535130000	3.255640000	388.7		
T	45.535110000	3.255660000	388.8		
T	45.535100000	3.255690000	388.8		
T	45.535080000	3.255750000	388.8		
T	45.535060000	3.255780000	388.9		
T	45.535020000	3.255840000	388.9		
T	45.534950000	3.255920000	388.5		
T	45.534850000	3.256060000	387.7		
T	45.534690000	3.256280000	386.3		
T	45.534610000	3.256380000	385.6		
T	45.534540000	3.256500000	384.8		
T	45.534520000	3.256520000	384.7		
T	45.534510000	3.256550000	384.5		
T	45.534500000	3.256570000	384.3		
T	45.534470000	3.256620000	384.0		
T	45.534390000	3.256780000	382.8		
T	45.534290000	3.256960000	381.3		
T	45.534230000	3.257080000	380.3		
T	45.534230000	3.257080000	380.3		
T	45.534180000	3.257170000	379.4		
T	45.534030000	3.257410000	377.6		
T	45.533770000	3.257790000	376.3		
T	45.533690000	3.257910000	376.0		
T	45.533660000	3.257950000	375.9		
T	45.533620000	3.258000000	375.8		
T	45.533580000	3.258060000	375.7		
T	45.533450000	3.258250000	375.2		
T	45.533360000	3.258380000	374.8		
T	45.533260000	3.258480000	374.3		
T	45.533150000	3.258580000	373.8		
T	45.532960000	3.258740000	373.3		
T	45.532840000	3.258820000	373.1		
T	45.532520000	3.258970000	373.2		
T	45.532500000	3.258980000	373.2		
T	45.532390000	3.259030000	373.1		
T	45.532130000	3.259160000	373.0		
T	45.531940000	3.259240000	373.1		
T	45.531870000	3.259280000	373.2		
T	45.531830000	3.259310000	373.3		
T	45.531750000	3.259390000	373.5		
T	45.531680000	3.259480000	373.7		
T	45.531660000	3.259510000	373.8		
T	45.531630000	3.259560000	373.9		
T	45.531610000	3.259620000	374.0		
T	45.531580000	3.259700000	374.1		
T	45.531570000	3.259740000	374.2		
T	45.531560000	3.259790000	374.3		
T	45.531550000	3.259820000	374.3		
T	45.531550000	3.259860000	374.4		
T	45.531550000	3.259950000	374.6		
T	45.531550000	3.260050000	374.6		
T	45.531560000	3.260200000	374.1		
T	45.531590000	3.260350000	373.6		
T	45.531570000	3.260500000	373.1		
T	45.531550000	3.260660000	372.6		
T	45.531510000	3.260800000	372.1		
T	45.531470000	3.260920000	371.9		
T	45.531430000	3.260980000	371.8		
T	45.531430000	3.260980000	371.8		
T	45.531420000	3.260980000	371.8		
T	45.531400000	3.260980000	371.8		
T	45.531380000	3.260980000	371.8		
T	45.531360000	3.260990000	371.7		
T	45.531350000	3.261000000	371.7		
T	45.531330000	3.261010000	371.7		
T	45.531310000	3.261020000	371.7		
T	45.531300000	3.261030000	371.7		
T	45.531210000	3.260980000	371.7		
T	45.531150000	3.260930000	371.8		
T	45.530980000	3.260780000	372.1		
T	45.530880000	3.260710000	372.2		
T	45.530830000	3.260620000	372.3		
T	45.530780000	3.260580000	372.3		
T	45.530740000	3.260540000	372.3		
T	45.530700000	3.260510000	372.3		
T	45.530660000	3.260480000	372.3		
T	45.530640000	3.260480000	372.3		
T	45.530620000	3.260470000	372.3		
T	45.530530000	3.260450000	372.3		
T	45.530480000	3.260440000	372.3		
T	45.530430000	3.260440000	372.2		
T	45.530340000	3.260440000	372.2		
T	45.530270000	3.260470000	372.1		
T	45.530170000	3.260510000	372.1		
T	45.530160000	3.260520000	372.1		
T	45.529980000	3.260620000	372.0		
T	45.529680000	3.260780000	372.4		
T	45.529460000	3.260900000	372.6		
T	45.529000000	3.261140000	372.8		
T	45.528640000	3.261330000	372.7		
T	45.528410000	3.261450000	372.5		
T	45.528360000	3.261470000	372.5		
T	45.528310000	3.261490000	372.5		
T	45.528100000	3.261570000	372.8		
T	45.528090000	3.261570000	372.8		
T	45.527880000	3.261630000	373.2		
T	45.527300000	3.261750000	373.5		
T	45.527060000	3.261790000	373.1		
T	45.526690000	3.261860000	372.6		
T	45.526390000	3.261920000	372.3		
T	45.526160000	3.261970000	372.1		
T	45.525600000	3.262080000	372.0		
T	45.525470000	3.262100000	372.0		
T	45.525250000	3.262160000	372.0		
T	45.525040000	3.262220000	372.0		
T	45.524820000	3.262300000	372.2		
T	45.524580000	3.262410000	372.5		
T	45.524200000	3.262620000	372.8		
T	45.524150000	3.262640000	372.9		
T	45.523800000	3.262830000	373.5		
T	45.523750000	3.262850000	373.6		
T	45.523750000	3.262850000	373.6		
T	45.523500000	3.262950000	374.1		
T	45.523290000	3.263020000	374.3		
T	45.523080000	3.263070000	373.7		
T	45.522610000	3.263150000	372.5		
T	45.522530000	3.263170000	372.3		
T	45.522170000	3.263200000	372.7		
T	45.522100000	3.263200000	372.9		
T	45.521740000	3.263220000	373.4		
T	45.521690000	3.263230000	373.5		
T	45.521270000	3.263270000	375.1		
T	45.521240000	3.263270000	375.3		
T	45.521000000	3.263300000	376.3		
T	45.520940000	3.263310000	376.6		
T	45.520820000	3.263330000	377.0		
T	45.520720000	3.263340000	376.8		
T	45.520720000	3.263340000	376.8		
T	45.520480000	3.263380000	376.5		
T	45.520020000	3.263480000	375.8		
T	45.519970000	3.263510000	375.8		
T	45.519610000	3.263550000	375.4		
T	45.519430000	3.263580000	375.2		
T	45.519370000	3.263580000	375.2		
T	45.519330000	3.263570000	375.1		
T	45.519290000	3.263560000	375.1		
T	45.519250000	3.263540000	375.1		
T	45.519220000	3.263520000	375.1		
T	45.519190000	3.263500000	375.0		
T	45.519170000	3.263470000	375.0		
T	45.519140000	3.263430000	375.0		
T	45.519120000	3.263390000	375.0		
T	45.519100000	3.263340000	375.0		
T	45.519080000	3.263310000	375.0		
T	45.519070000	3.263270000	375.0		
T	45.519060000	3.263210000	375.0		
T	45.519000000	3.262780000	375.0		
T	45.518980000	3.262630000	375.0		
T	45.518950000	3.262400000	375.0		
T	45.518900000	3.262140000	375.1		
T	45.518860000	3.262000000	375.2		
T	45.518860000	3.262000000	375.2		
T	45.518540000	3.262100000	375.4		
T	45.518390000	3.262160000	375.4		
T	45.517970000	3.262310000	375.7		
T	45.517300000	3.262530000	376.2		
T	45.516730000	3.262720000	376.7		
T	45.516110000	3.262920000	376.5		
T	45.515950000	3.262970000	376.4		
T	45.515730000	3.263030000	376.3		
