type	latitude	longitude	altitude (m)	name	desc
T	51.109810000	3.976160000	5.7		
T	51.109820000	3.976640000	5.1		
T	51.109830000	3.976860000	5.3		
T	51.109840000	3.977100000	5.3		
T	51.109870000	3.977530000	5.6		
T	51.109920000	3.977970000	6.1		
T	51.109990000	3.978470000	6.0		
T	51.110030000	3.978720000	5.8		
T	51.110140000	3.979260000	4.8		
T	51.110200000	3.979560000	4.3		
T	51.110230000	3.979680000	4.2		
T	51.110460000	3.980570000	4.0		
T	51.110570000	3.981010000	5.6		
T	51.110660000	3.981360000	6.0		
T	51.110790000	3.981880000	6.8		
T	51.110970000	3.982530000	5.5		
T	51.111170000	3.983300000	6.1		
T	51.111370000	3.983980000	5.1		
T	51.111410000	3.984120000	5.0		
T	51.111580000	3.984600000	5.0		
T	51.111830000	3.985270000	5.0		
T	51.111950000	3.985560000	4.0		
T	51.112150000	3.986070000	5.5		
T	51.112260000	3.986360000	5.9		
T	51.112350000	3.986590000	5.1		
T	51.112490000	3.987020000	5.0		
T	51.112560000	3.987210000	4.8		
T	51.112660000	3.987610000	5.4		
T	51.112700000	3.987780000	5.8		
T	51.112750000	3.988010000	6.1		
T	51.112820000	3.988370000	6.9		
T	51.112910000	3.988900000	8.0		
T	51.112960000	3.989290000	7.6		
T	51.113070000	3.990160000	6.2		
T	51.113070000	3.990160000	6.2		
T	51.112960000	3.990440000	6.2		
T	51.112870000	3.990920000	5.0		
T	51.112650000	3.992000000	5.2		
T	51.112610000	3.992240000	6.1		
T	51.112500000	3.992790000	8.0		
T	51.112450000	3.992980000	7.8		
T	51.112430000	3.993130000	7.7		
T	51.112420000	3.993240000	7.7		
T	51.112420000	3.993420000	7.6		
T	51.112440000	3.993590000	7.6		
T	51.112470000	3.993730000	7.7		
T	51.112540000	3.993950000	8.0		
T	51.112640000	3.994100000	7.9		
T	51.112690000	3.994160000	7.7		
T	51.112770000	3.994250000	7.1		
T	51.112950000	3.994460000	6.2		
T	51.112950000	3.994460000	6.2		
T	51.113220000	3.994530000	7.3		
T	51.113450000	3.994580000	7.5		
T	51.113580000	3.994570000	7.5		
T	51.113610000	3.994570000	7.5		
T	51.113690000	3.994570000	7.5		
T	51.113800000	3.994540000	7.7		
T	51.113800000	3.994540000	7.7		
T	51.113830000	3.994770000	6.8		
T	51.113920000	3.995140000	6.1		
T	51.114200000	3.996070000	5.1		
T	51.114440000	3.996900000	7.0		
T	51.114550000	3.997170000	6.6		
T	51.114680000	3.997420000	6.8		
T	51.114770000	3.997640000	7.4		
T	51.114830000	3.997880000	8.0		
T	51.114950000	3.998550000	9.0		
T	51.114980000	3.998780000	8.4		
T	51.115630000	4.002580000	4.7		
T	51.115780000	4.003690000	5.3		
T	51.115840000	4.004720000	6.0		
T	51.115850000	4.004880000	6.0		
T	51.116000000	4.005270000	6.0		
T	51.116000000	4.005270000	6.0		
T	51.116490000	4.006380000	4.0		
T	51.116620000	4.006640000	3.8		
T	51.116770000	4.006830000	4.0		
T	51.116860000	4.006990000	3.8		
T	51.116970000	4.007100000	3.4		
T	51.116970000	4.007110000	3.4		
T	51.116970000	4.007110000	3.4		
T	51.119340000	4.012540000	4.0		
T	51.120000000	4.014060000	5.0		
T	51.121440000	4.017530000	3.8		
T	51.121440000	4.017560000	3.9		
T	51.121450000	4.017600000	3.9		
T	51.121420000	4.017740000	4.0		
T	51.121420000	4.017770000	4.0		
T	51.121430000	4.017790000	4.0		
T	51.123860000	4.023300000	2.9		
T	51.123860000	4.023300000	2.9		
T	51.123860000	4.023330000	2.9		
T	51.123870000	4.023370000	2.9		
T	51.123890000	4.023410000	3.0		
T	51.124130000	4.023960000	4.0		
T	51.124260000	4.024260000	4.0		
T	51.124400000	4.024500000	4.0		
T	51.124570000	4.024780000	4.0		
T	51.124670000	4.024970000	4.0		
T	51.124750000	4.025120000	4.1		
T	51.124880000	4.025430000	4.8		
T	51.124980000	4.025660000	5.0		
T	51.125170000	4.026070000	5.5		
T	51.125370000	4.026500000	5.4		
T	51.125570000	4.026970000	4.9		
T	51.125800000	4.027460000	4.0		
T	51.125990000	4.027880000	5.0		
T	51.126070000	4.028090000	5.0		
T	51.126190000	4.028440000	5.0		
T	51.126270000	4.028680000	4.9		
T	51.126280000	4.028690000	4.9		
T	51.126300000	4.028740000	4.9		
T	51.126300000	4.028740000	4.9		
T	51.126280000	4.028790000	4.7		
T	51.126230000	4.028830000	4.5		
T	51.126200000	4.028850000	4.4		
T	51.126180000	4.028860000	4.3		
T	51.126140000	4.028900000	4.1		
T	51.126120000	4.028930000	4.0		
T	51.126120000	4.028930000	4.0		
T	51.126270000	4.029280000	5.0		
T	51.126460000	4.029750000	6.0		
T	51.126530000	4.030050000	6.0		
T	51.126650000	4.030660000	5.9		
T	51.126740000	4.031130000	5.7		
T	51.126800000	4.031380000	5.5		
T	51.126920000	4.031690000	6.0		
T	51.127220000	4.032450000	7.0		
T	51.127470000	4.033200000	4.6		
T	51.127490000	4.033300000	4.2		
T	51.127500000	4.033360000	4.0		
T	51.127500000	4.033440000	4.0		
T	51.127500000	4.033440000	4.0		
T	51.127640000	4.033850000	4.4		
T	51.127840000	4.034570000	4.8		
T	51.127960000	4.034980000	3.4		
T	51.128000000	4.035180000	3.7		
T	51.128040000	4.035370000	4.3		
T	51.128100000	4.035720000	5.0		
T	51.128170000	4.036110000	5.0		
T	51.128230000	4.036410000	5.1		
T	51.128260000	4.036550000	5.6		
T	51.128280000	4.036660000	6.0		
T	51.128320000	4.036780000	6.4		
T	51.128440000	4.037180000	8.3		
T	51.128520000	4.037470000	8.3		
T	51.128550000	4.037530000	8.3		
T	51.128590000	4.037600000	8.4		
T	51.128630000	4.037640000	8.5		
T	51.128670000	4.037680000	8.8		
T	51.128740000	4.037720000	9.2		
T	51.128910000	4.037740000	9.7		
T	51.129100000	4.037760000	9.1		
T	51.129220000	4.037780000	8.6		
T	51.129290000	4.037810000	8.0		
T	51.129390000	4.037880000	7.3		
T	51.129510000	4.037970000	7.0		
T	51.129880000	4.038290000	6.4		
T	51.130020000	4.038370000	5.8		
T	51.130090000	4.038410000	5.5		
T	51.130180000	4.038450000	5.2		
T	51.130220000	4.038490000	5.1		
T	51.130260000	4.038530000	5.0		
T	51.130300000	4.038590000	4.9		
T	51.130340000	4.038650000	4.7		
T	51.130500000	4.039040000	4.8		
T	51.130900000	4.039960000	4.9		
T	51.131210000	4.040660000	5.8		
T	51.131530000	4.041390000	7.5		
T	51.131930000	4.042290000	8.3		
T	51.131930000	4.042290000	8.3		
T	51.132160000	4.042820000	8.6		
T	51.132420000	4.043440000	7.9		
T	51.132560000	4.043760000	7.6		
T	51.132760000	4.044240000	8.3		
T	51.133020000	4.044850000	8.6		
T	51.133280000	4.045430000	7.5		
T	51.133490000	4.045910000	7.7		
T	51.133800000	4.046600000	7.6		
T	51.134050000	4.047170000	5.8		
T	51.134090000	4.047280000	5.6		
T	51.134100000	4.047300000	5.5		
T	51.134100000	4.047350000	5.5		
T	51.134110000	4.047450000	5.4		
T	51.134110000	4.047470000	5.4		
T	51.134120000	4.047520000	5.3		
T	51.134150000	4.047600000	5.1		
T	51.134200000	4.047710000	5.0		
T	51.134240000	4.047780000	5.0		
T	51.134290000	4.047830000	5.0		
T	51.134320000	4.047850000	5.0		
T	51.134340000	4.047890000	5.0		
T	51.134370000	4.047940000	5.0		
T	51.134600000	4.048450000	6.0		
T	51.134960000	4.049310000	6.0		
T	51.135770000	4.051140000	5.8		
T	51.136150000	4.052030000	5.8		
T	51.136700000	4.053300000	10.1		
T	51.137710000	4.055540000	13.7		
T	51.138510000	4.057420000	9.8		
T	51.139150000	4.058830000	11.7		
T	51.139770000	4.060230000	12.8		
T	51.140320000	4.061520000	13.2		
T	51.140690000	4.062370000	13.0		
T	51.140990000	4.063050000	13.6		
T	51.141290000	4.063740000	11.9		
T	51.141460000	4.064150000	11.0		
T	51.141650000	4.064580000	11.9		
T	51.142280000	4.066060000	12.4		
T	51.142920000	4.067650000	14.2		
T	51.142920000	4.067650000	14.2		
T	51.142980000	4.067640000	14.4		
T	51.143100000	4.067570000	14.7		
T	51.143180000	4.067450000	15.1		
T	51.143190000	4.067440000	15.1		
T	51.143250000	4.067330000	15.4		
T	51.143250000	4.067330000	15.4		
T	51.143290000	4.067480000	15.1		
T	51.143560000	4.068210000	13.1		
T	51.143690000	4.068450000	13.3		
T	51.143830000	4.068780000	13.4		
T	51.144250000	4.069950000	12.6		
T	51.144520000	4.070670000	11.7		
T	51.144600000	4.070880000	11.4		
T	51.144630000	4.071000000	11.1		
T	51.144660000	4.071200000	11.0		
T	51.144690000	4.071470000	11.2		
T	51.144710000	4.071580000	11.6		
T	51.144930000	4.072130000	14.2		
T	51.145240000	4.073070000	13.1		
T	51.145350000	4.073420000	11.5		
T	51.146280000	4.075910000	11.5		
T	51.147070000	4.078010000	8.4		
T	51.147340000	4.078720000	11.4		
T	51.147530000	4.079260000	12.4		
T	51.147630000	4.079530000	13.0		
T	51.148070000	4.080690000	13.9		
T	51.148490000	4.081790000	12.4		
T	51.148710000	4.082410000	11.6		
T	51.148890000	4.082900000	11.0		
T	51.149280000	4.083950000	12.4		
T	51.149280000	4.083950000	12.4		
T	51.149210000	4.083960000	12.2		
T	51.149120000	4.083960000	12.0		
T	51.149120000	4.083960000	12.0		
T	51.149130000	4.083970000	12.0		
T	51.149510000	4.085060000	13.1		
T	51.149790000	4.085800000	12.8		
T	51.150110000	4.086660000	16.0		
T	51.150320000	4.087260000	15.7		
T	51.150560000	4.087890000	14.0		
T	51.150630000	4.088070000	14.3		
T	51.150680000	4.088280000	14.9		
T	51.150680000	4.088280000	14.9		
T	51.150790000	4.088590000	15.1		
T	51.150940000	4.088920000	16.5		
T	51.151080000	4.089440000	18.0		
T	51.151130000	4.089770000	18.2		
T	51.151130000	4.089770000	18.2		
T	51.151150000	4.089760000	18.1		
T	51.151190000	4.089750000	18.1		
T	51.151230000	4.089750000	18.1		
T	51.151270000	4.089780000	18.1		
T	51.151300000	4.089840000	18.1		
T	51.151360000	4.090000000	18.1		
T	51.151430000	4.090200000	18.0		
T	51.151670000	4.090830000	17.0		
T	51.151970000	4.091650000	18.8		
T	51.152270000	4.092460000	17.8		
T	51.152660000	4.093490000	18.0		
T	51.153000000	4.094420000	16.3		
T	51.153020000	4.094470000	16.1		
T	51.153340000	4.095350000	17.3		
T	51.153830000	4.096650000	17.1		
T	51.153990000	4.097070000	17.2		
T	51.154000000	4.097120000	17.1		
T	51.154010000	4.097170000	17.1		
T	51.154010000	4.097230000	17.0		
T	51.154000000	4.097280000	17.0		
T	51.153970000	4.097350000	17.0		
T	51.153940000	4.097400000	17.0		
T	51.153890000	4.097460000	17.0		
T	51.153830000	4.097540000	17.1		
T	51.153700000	4.097700000	17.2		
T	51.153680000	4.097730000	17.2		
T	51.153660000	4.097770000	17.2		
T	51.153650000	4.097820000	17.1		
T	51.153650000	4.097850000	17.1		
T	51.153670000	4.097880000	17.2		
T	51.153700000	4.097910000	17.3		
T	51.153750000	4.097940000	17.5		
T	51.153780000	4.097980000	17.6		
T	51.153820000	4.098030000	17.8		
T	51.153840000	4.098070000	17.8		
T	51.153840000	4.098110000	17.8		
T	51.153840000	4.098110000	17.8		
T	51.154090000	4.098390000	17.9		
T	51.154360000	4.098720000	17.2		
T	51.154630000	4.099090000	16.3		
T	51.154850000	4.099470000	17.0		
T	51.155020000	4.099840000	17.0		
T	51.155170000	4.100200000	17.6		
T	51.155350000	4.100690000	17.0		
T	51.155630000	4.101430000	15.9		
T	51.155730000	4.101730000	15.4		
T	51.155760000	4.101860000	15.0		
T	51.155760000	4.101860000	15.0		
T	51.156070000	4.102640000	14.9		
T	51.156300000	4.103250000	15.0		
T	51.156540000	4.103880000	15.4		
T	51.156710000	4.104340000	14.2		
T	51.157160000	4.105540000	16.5		
T	51.157360000	4.106060000	16.5		
T	51.157620000	4.106760000	17.6		
T	51.158100000	4.108070000	15.9		
T	51.158200000	4.108340000	16.5		
T	51.158240000	4.108440000	16.3		
T	51.158360000	4.108770000	16.6		
T	51.158390000	4.108870000	16.9		
T	51.158490000	4.109160000	16.4		
T	51.158630000	4.109570000	15.0		
T	51.158680000	4.109700000	15.0		
T	51.158810000	4.110050000	15.4		
T	51.159260000	4.111260000	12.7		
T	51.159880000	4.112910000	15.8		
T	51.160310000	4.114070000	15.8		
T	51.160390000	4.114280000	16.2		
T	51.160400000	4.114320000	16.4		
T	51.160550000	4.114690000	17.9		
T	51.160600000	4.114840000	18.2		
T	51.165840000	4.129030000	15.0		
T	51.166180000	4.129920000	13.7		
T	51.166380000	4.130370000	15.3		
T	51.166390000	4.130410000	15.5		
T	51.166410000	4.130470000	15.8		
T	51.166420000	4.130500000	15.9		
T	51.166420000	4.130510000	15.9		
T	51.166420000	4.130530000	16.0		
T	51.166420000	4.130540000	16.1		
T	51.166420000	4.130550000	16.1		
T	51.166410000	4.130560000	16.1		
T	51.166400000	4.130580000	16.0		
T	51.166360000	4.130620000	16.0		
T	51.166360000	4.130620000	16.0		
T	51.166730000	4.131300000	17.0		
T	51.166910000	4.131670000	16.2		
T	51.167130000	4.132070000	15.3		
T	51.167250000	4.132310000	14.9		
T	51.167350000	4.132540000	14.7		
T	51.167410000	4.132670000	14.9		
T	51.167480000	4.132870000	15.1		
T	51.167480000	4.132870000	15.1		
T	51.167410000	4.133000000	15.3		
T	51.167310000	4.133170000	15.7		
T	51.167040000	4.133700000	16.7		
T	51.166840000	4.134050000	17.4		
T	51.166730000	4.134270000	17.8		
T	51.166660000	4.134430000	18.0		
T	51.166560000	4.134680000	18.4		
T	51.166380000	4.135150000	18.0		
T	51.166120000	4.135870000	22.4		
T	51.165990000	4.136270000	23.9		
T	51.165940000	4.136430000	23.9		
T	51.165760000	4.137020000	21.0		
T	51.165760000	4.137020000	21.0		
T	51.165750000	4.137030000	20.9		
T	51.165750000	4.137040000	20.8		
T	51.165750000	4.137050000	20.8		
T	51.165740000	4.137050000	20.7		
T	51.165740000	4.137060000	20.6		
T	51.165740000	4.137070000	20.6		
T	51.165660000	4.137080000	20.1		
T	51.165650000	4.137080000	20.0		
T	51.165630000	4.137090000	19.9		
T	51.165620000	4.137110000	19.7		
T	51.165540000	4.137200000	19.1		
T	51.165410000	4.137410000	19.5		
T	51.165210000	4.137690000	20.0		
T	51.165180000	4.137740000	20.0		
T	51.165060000	4.137920000	20.0		
T	51.164990000	4.138010000	20.0		
T	51.164900000	4.138140000	19.9		
T	51.164570000	4.138590000	20.0		
T	51.164470000	4.138740000	20.0		
T	51.164420000	4.138840000	20.1		
T	51.164360000	4.138950000	20.2		
T	51.164360000	4.138950000	20.2		
T	51.164230000	4.139190000	19.9		
T	51.164020000	4.139520000	19.8		
T	51.163960000	4.139620000	19.9		
T	51.163840000	4.139880000	19.1		
T	51.163720000	4.140110000	19.2		
T	51.163570000	4.140370000	19.7		
T	51.163370000	4.140780000	19.0		
T	51.163280000	4.140990000	18.5		
T	51.163180000	4.141230000	19.0		
T	51.163090000	4.141440000	20.1		
T	51.163090000	4.141440000	20.1		
T	51.162930000	4.141910000	21.0		
T	51.162760000	4.142340000	21.6		
T	51.162730000	4.142410000	21.4		
T	51.162490000	4.143040000	21.0		
T	51.162330000	4.143430000	20.3		
T	51.162240000	4.143650000	19.8		
T	51.162170000	4.143810000	19.4		
T	51.162120000	4.143920000	19.4		
T	51.162080000	4.143990000	19.5		
T	51.161950000	4.144310000	19.5		
T	51.161640000	4.145090000	18.1		
T	51.161460000	4.145530000	19.0		
T	51.161260000	4.146040000	20.2		
T	51.161160000	4.146280000	21.5		
T	51.160940000	4.146730000	23.4		
T	51.160700000	4.147200000	23.4		
T	51.160590000	4.147400000	23.1		
T	51.160420000	4.147690000	23.7		
T	51.160300000	4.147920000	24.5		
T	51.159980000	4.148470000	23.4		
T	51.159430000	4.149500000	23.0		
T	51.159250000	4.149820000	22.6		
T	51.159010000	4.150270000	20.9		
T	51.158670000	4.150890000	20.0		
T	51.158460000	4.151260000	22.6		
T	51.158220000	4.151660000	24.6		
T	51.158020000	4.151990000	24.2		
T	51.158010000	4.152000000	24.2		
T	51.157780000	4.152310000	24.7		
T	51.157620000	4.152510000	24.5		
T	51.157440000	4.152740000	24.1		
T	51.157280000	4.152940000	24.0		
T	51.157170000	4.153060000	24.0		
T	51.157110000	4.153130000	23.8		
T	51.156930000	4.153330000	24.1		
T	51.156740000	4.153530000	24.5		
T	51.156570000	4.153700000	25.0		
T	51.156360000	4.153900000	25.0		
T	51.156090000	4.154180000	24.6		
T	51.155980000	4.154280000	22.7		
T	51.155870000	4.154400000	20.7		
