type	latitude	longitude	altitude (m)	name	desc
T	50.903440000	3.410000000	8.6		
T	50.903440000	3.410000000	8.6		
T	50.903110000	3.410500000	10.8		
T	50.903080000	3.410560000	11.0		
T	50.902860000	3.410970000	11.0		
T	50.902100000	3.412720000	8.4		
T	50.901920000	3.413090000	8.2		
T	50.901820000	3.413310000	9.4		
T	50.901640000	3.413760000	9.7		
T	50.901590000	3.413870000	9.6		
T	50.901490000	3.414080000	9.8		
T	50.901350000	3.414330000	8.8		
T	50.901210000	3.414560000	7.7		
T	50.901070000	3.414790000	7.1		
T	50.900960000	3.414960000	7.2		
T	50.900690000	3.415320000	9.5		
T	50.900330000	3.415780000	10.0		
T	50.899600000	3.416630000	9.4		
T	50.899540000	3.416690000	9.7		
T	50.899160000	3.417190000	11.9		
T	50.898870000	3.417620000	13.0		
T	50.898660000	3.417980000	12.3		
T	50.898430000	3.418410000	11.0		
T	50.898210000	3.418930000	10.6		
T	50.898140000	3.419090000	10.3		
T	50.898020000	3.419370000	10.7		
T	50.897940000	3.419620000	11.3		
T	50.897810000	3.419960000	12.7		
T	50.897350000	3.421150000	8.0		
T	50.897190000	3.421560000	7.5		
T	50.896930000	3.422050000	9.1		
T	50.896660000	3.422480000	9.1		
T	50.896540000	3.422670000	8.8		
T	50.895890000	3.423460000	8.9		
T	50.895400000	3.423920000	12.6		
T	50.894040000	3.425270000	11.0		
T	50.893730000	3.425540000	10.6		
T	50.893570000	3.425700000	11.3		
T	50.893430000	3.425830000	12.3		
T	50.893340000	3.425920000	12.6		
T	50.893110000	3.426130000	14.4		
T	50.892860000	3.426370000	15.7		
T	50.892730000	3.426520000	15.6		
T	50.892730000	3.426520000	15.6		
T	50.892670000	3.426370000	16.0		
T	50.892640000	3.426310000	16.0		
T	50.892600000	3.426220000	16.0		
T	50.892550000	3.426130000	16.0		
T	50.892500000	3.426050000	15.8		
T	50.892440000	3.425950000	15.6		
T	50.892370000	3.425860000	15.6		
T	50.892250000	3.425720000	15.9		
T	50.892110000	3.425540000	16.4		
T	50.891920000	3.425280000	17.9		
T	50.891850000	3.425190000	17.7		
T	50.891710000	3.424970000	17.0		
T	50.891570000	3.424760000	16.1		
T	50.891480000	3.424630000	16.0		
T	50.891270000	3.424270000	15.2		
T	50.891050000	3.423880000	15.0		
T	50.891020000	3.423820000	15.2		
T	50.890830000	3.423470000	16.0		
T	50.890620000	3.423100000	15.0		
T	50.890580000	3.423010000	15.0		
T	50.890500000	3.422840000	15.0		
T	50.890360000	3.422550000	14.8		
T	50.890300000	3.422410000	14.9		
T	50.890260000	3.422340000	15.1		
T	50.890240000	3.422310000	15.1		
T	50.890210000	3.422280000	15.2		
T	50.890180000	3.422250000	15.4		
T	50.890150000	3.422220000	15.5		
T	50.890120000	3.422210000	15.6		
T	50.890060000	3.422210000	15.8		
T	50.890060000	3.422210000	15.8		
T	50.890030000	3.422250000	15.9		
T	50.888600000	3.422370000	15.5		
T	50.887450000	3.422970000	16.3		
T	50.886950000	3.423250000	15.0		
T	50.886950000	3.423250000	15.0		
T	50.886930000	3.423150000	15.0		
